invoice_id,branch,city,customer_type,gender,product_line,unit_price,quantity,vat,total,dtme,tme,payment_method,cogs,gross_margin_pct,gross_income,rating,time_of_day,day_name,month_name,month_num,quarter
725-32-9708,B,Mandalay,Member,Female,Fashion accessories,68.71,4,13.742,288.582,2019-01-04,19:01:00,Cash,274.84,4.7619,288.5819855709007,4.1,evening,Friday,January,1,2019Q1
256-08-8343,A,Yangon,Normal,Female,Home and lifestyle,56.53,4,11.306,237.426,2019-03-04,19:48:00,Ewallet,226.12,4.7619,237.4259881287006,5.5,evening,Monday,March,3,2019Q1
372-26-1506,C,Naypyitaw,Normal,Female,Fashion accessories,23.82,5,5.955,125.055,2019-01-28,19:24:00,Ewallet,119.1,4.7619,125.05499374725032,5.4,evening,Monday,January,1,2019Q1
244-08-0162,B,Mandalay,Normal,Female,Health and beauty,34.21,10,17.105,359.205,2019-01-02,13:00:00,Cash,342.1,4.7619,359.2049820397509,5.1,afternoon,Wednesday,January,1,2019Q1
569-71-4390,B,Mandalay,Normal,Male,Sports and travel,21.87,2,2.187,45.927,2019-01-25,14:29:00,Ewallet,43.74,4.7619,45.92699770365012,6.9,afternoon,Friday,January,1,2019Q1
132-23-6451,A,Yangon,Member,Male,Health and beauty,20.97,5,5.2425,110.0925,2019-01-04,13:21:00,Cash,104.85,4.7619,110.09249449537526,7.8,afternoon,Friday,January,1,2019Q1
696-90-2548,A,Yangon,Normal,Male,Sports and travel,25.84,3,3.876,81.396,2019-03-10,18:55:00,Ewallet,77.52,4.7619,81.3959959302002,6.6,evening,Sunday,March,3,2019Q1
472-15-9636,A,Yangon,Normal,Male,Home and lifestyle,50.93,8,20.372,427.812,2019-03-22,19:36:00,Ewallet,407.44,4.7619,427.8119786094011,9.2,evening,Friday,March,3,2019Q1
268-03-6164,B,Mandalay,Normal,Male,Health and beauty,96.11,1,4.8055,100.9155,2019-01-25,16:28:00,Ewallet,96.11,4.7619,100.91549495422524,7.8,evening,Friday,January,1,2019Q1
750-57-9686,C,Naypyitaw,Normal,Female,Home and lifestyle,45.38,4,9.076,190.596,2019-01-08,13:48:00,Credit card,181.52,4.7619,190.5959904702005,8.7,afternoon,Tuesday,January,1,2019Q1
186-09-3669,C,Naypyitaw,Member,Female,Health and beauty,81.51,1,4.0755,85.5855,2019-01-22,10:57:00,Ewallet,81.51,4.7619,85.58549572072522,9.2,morning,Tuesday,January,1,2019Q1
848-07-1692,B,Mandalay,Normal,Female,Health and beauty,57.22,2,5.722,120.162,2019-01-12,17:13:00,Ewallet,114.44,4.7619,120.16199399190027,8.3,evening,Saturday,January,1,2019Q1
745-71-3520,A,Yangon,Member,Female,Electronic accessories,25.22,7,8.827,185.367,2019-02-04,10:23:00,Cash,176.54,4.7619,185.36699073165045,8.2,morning,Monday,February,2,2019Q1
266-76-6436,C,Naypyitaw,Member,Female,Food and beverages,38.6,3,5.79,121.59,2019-03-28,13:57:00,Ewallet,115.8,4.7619,121.58999392050028,7.5,afternoon,Thursday,March,3,2019Q1
740-22-2500,C,Naypyitaw,Normal,Female,Electronic accessories,84.05,3,12.6075,264.7575,2019-01-23,13:29:00,Cash,252.15,4.7619,264.75748676212567,9.8,afternoon,Wednesday,January,1,2019Q1
271-88-8734,C,Naypyitaw,Member,Female,Fashion accessories,97.21,10,48.605,1020.705,2019-02-08,13:00:00,Credit card,972.1,4.7619,1020.7049489647526,8.7,afternoon,Friday,February,2,2019Q1
301-81-8610,B,Mandalay,Member,Male,Fashion accessories,25.42,8,10.168,213.528,2019-03-19,19:42:00,Credit card,203.36,4.7619,213.5279893236005,6.7,evening,Tuesday,March,3,2019Q1
489-64-4354,C,Naypyitaw,Normal,Male,Fashion accessories,16.28,1,0.814,17.094,2019-03-09,15:36:00,Cash,16.28,4.7619,17.093999145300042,5.0,afternoon,Saturday,March,3,2019Q1
198-84-7132,B,Mandalay,Member,Male,Fashion accessories,40.61,9,18.2745,383.7645,2019-01-02,13:40:00,Cash,365.49,4.7619,383.764480811776,7.0,afternoon,Wednesday,January,1,2019Q1
269-10-8440,A,Yangon,Member,Male,Health and beauty,53.17,7,18.6095,390.7995,2019-01-21,18:01:00,Cash,372.19,4.7619,390.799480460026,8.9,evening,Monday,January,1,2019Q1
650-98-6268,B,Mandalay,Member,Female,Food and beverages,20.87,3,3.1305,65.7405,2019-03-20,13:53:00,Credit card,62.61,4.7619,65.74049671297516,8.0,afternoon,Wednesday,March,3,2019Q1
741-73-3559,B,Mandalay,Normal,Male,Sports and travel,67.27,5,16.8175,353.1675,2019-02-27,17:27:00,Cash,336.35,4.7619,353.1674823416259,6.9,evening,Wednesday,February,2,2019Q1
325-77-6186,A,Yangon,Member,Female,Home and lifestyle,90.65,10,45.325,951.825,2019-03-08,10:53:00,Ewallet,906.5,4.7619,951.8249524087524,7.3,morning,Friday,March,3,2019Q1
286-75-7818,B,Mandalay,Normal,Male,Fashion accessories,69.08,2,6.908,145.068,2019-01-31,19:48:00,Credit card,138.16,4.7619,145.06799274660037,6.9,evening,Thursday,January,1,2019Q1
574-57-9721,C,Naypyitaw,Normal,Male,Food and beverages,43.27,2,4.327,90.867,2019-03-08,16:53:00,Ewallet,86.54,4.7619,90.86699545665024,5.7,evening,Friday,March,3,2019Q1
459-50-7686,A,Yangon,Normal,Female,Electronic accessories,23.46,6,7.038,147.798,2019-01-13,19:14:00,Ewallet,140.76,4.7619,147.79799261010035,6.4,evening,Sunday,January,1,2019Q1
616-87-0016,B,Mandalay,Normal,Male,Fashion accessories,95.54,7,33.439,702.219,2019-03-09,14:36:00,Credit card,668.78,4.7619,702.2189648890517,9.6,afternoon,Saturday,March,3,2019Q1
837-55-7229,B,Mandalay,Normal,Female,Fashion accessories,47.44,1,2.372,49.812,2019-02-22,18:19:00,Credit card,47.44,4.7619,49.81199750940012,6.8,evening,Friday,February,2,2019Q1
751-69-0068,C,Naypyitaw,Normal,Male,Sports and travel,99.24,9,44.658,937.818,2019-03-19,19:09:00,Ewallet,893.16,4.7619,937.8179531091024,9.0,evening,Tuesday,March,3,2019Q1
257-73-1380,C,Naypyitaw,Member,Male,Sports and travel,82.93,4,16.586,348.306,2019-01-20,16:51:00,Ewallet,331.72,4.7619,348.30598258470087,9.6,evening,Sunday,January,1,2019Q1
345-08-4992,A,Yangon,Normal,Male,Home and lifestyle,33.99,6,10.197,214.137,2019-03-08,15:37:00,Credit card,203.94,4.7619,214.1369892931505,7.7,afternoon,Friday,March,3,2019Q1
549-96-4200,C,Naypyitaw,Member,Male,Food and beverages,17.04,4,3.408,71.568,2019-03-08,20:15:00,Ewallet,68.16,4.7619,71.56799642160017,7.0,evening,Friday,March,3,2019Q1
810-60-6344,C,Naypyitaw,Normal,Female,Electronic accessories,40.86,8,16.344,343.224,2019-02-07,14:38:00,Credit card,326.88,4.7619,343.22398283880085,6.5,afternoon,Thursday,February,2,2019Q1
450-28-2866,C,Naypyitaw,Member,Male,Food and beverages,17.44,5,4.36,91.56,2019-01-15,19:25:00,Cash,87.2,4.7619,91.55999542200024,8.1,evening,Tuesday,January,1,2019Q1
394-30-3170,B,Mandalay,Member,Female,Sports and travel,88.43,8,35.372,742.812,2019-03-22,19:35:00,Credit card,707.44,4.7619,742.8119628594019,4.3,evening,Friday,March,3,2019Q1
138-17-5109,A,Yangon,Member,Female,Home and lifestyle,89.21,9,40.1445,843.0345,2019-01-15,15:42:00,Credit card,802.89,4.7619,843.034457848277,6.5,afternoon,Tuesday,January,1,2019Q1
192-98-7397,C,Naypyitaw,Normal,Male,Fashion accessories,12.78,1,0.639,13.419,2019-01-08,14:11:00,Ewallet,12.78,4.7619,13.418999329050031,9.5,afternoon,Tuesday,January,1,2019Q1
301-11-9629,A,Yangon,Normal,Female,Sports and travel,19.1,7,6.685,140.385,2019-01-15,10:43:00,Cash,133.7,4.7619,140.38499298075033,9.7,morning,Tuesday,January,1,2019Q1
390-80-5128,B,Mandalay,Member,Female,Health and beauty,19.15,1,0.9575,20.1075,2019-01-28,17:58:00,Credit card,19.15,4.7619,20.107498994625047,9.5,evening,Monday,January,1,2019Q1
235-46-8343,C,Naypyitaw,Member,Male,Food and beverages,27.66,10,13.83,290.43,2019-02-14,11:26:00,Credit card,276.6,4.7619,290.4299854785007,8.9,morning,Thursday,February,2,2019Q1
453-12-7053,C,Naypyitaw,Normal,Male,Fashion accessories,45.74,3,6.861,144.081,2019-03-10,17:38:00,Credit card,137.22,4.7619,144.08099279595035,6.5,evening,Sunday,March,3,2019Q1
296-11-7041,B,Mandalay,Member,Female,Health and beauty,27.07,1,1.3535,28.4235,2019-01-12,20:07:00,Credit card,27.07,4.7619,28.423498578825072,5.3,evening,Saturday,January,1,2019Q1
449-27-2918,B,Mandalay,Member,Female,Sports and travel,39.12,1,1.956,41.076,2019-03-26,11:02:00,Credit card,39.12,4.7619,41.0759979462001,9.6,morning,Tuesday,March,3,2019Q1
891-01-7034,B,Mandalay,Normal,Female,Electronic accessories,74.71,6,22.413,470.673,2019-01-01,19:07:00,Cash,448.26,4.7619,470.6729764663512,6.7,evening,Tuesday,January,1,2019Q1
744-09-5786,B,Mandalay,Normal,Male,Electronic accessories,22.01,6,6.603,138.663,2019-01-02,18:50:00,Cash,132.06,4.7619,138.66299306685033,7.6,evening,Wednesday,January,1,2019Q1
727-17-0390,A,Yangon,Normal,Female,Food and beverages,63.61,5,15.9025,333.9525,2019-03-16,12:43:00,Ewallet,318.05,4.7619,333.9524833023758,4.8,afternoon,Saturday,March,3,2019Q1
568-88-3448,A,Yangon,Normal,Male,Health and beauty,25.0,1,1.25,26.25,2019-03-03,15:09:00,Ewallet,25.0,4.7619,26.249998687500064,5.5,afternoon,Sunday,March,3,2019Q1
187-83-5490,A,Yangon,Member,Male,Electronic accessories,20.77,4,4.154,87.234,2019-01-31,13:47:00,Cash,83.08,4.7619,87.23399563830021,4.7,afternoon,Thursday,January,1,2019Q1
767-54-1907,B,Mandalay,Member,Female,Fashion accessories,29.56,5,7.39,155.19,2019-02-13,16:59:00,Cash,147.8,4.7619,155.1899922405004,6.9,evening,Wednesday,February,2,2019Q1
710-46-4433,B,Mandalay,Member,Female,Food and beverages,77.4,9,34.83,731.43,2019-02-15,14:15:00,Credit card,696.6,4.7619,731.4299634285019,4.5,afternoon,Friday,February,2,2019Q1
533-33-5337,B,Mandalay,Normal,Male,Electronic accessories,79.39,10,39.695,833.595,2019-02-07,20:24:00,Cash,793.9,4.7619,833.594958320252,6.2,evening,Thursday,February,2,2019Q1
325-90-8763,C,Naypyitaw,Member,Female,Electronic accessories,46.57,10,23.285,488.985,2019-01-27,13:58:00,Cash,465.7,4.7619,488.9849755507512,7.6,afternoon,Sunday,January,1,2019Q1
729-46-7422,C,Naypyitaw,Normal,Male,Food and beverages,35.89,1,1.7945,37.6845,2019-02-23,16:52:00,Credit card,35.89,4.7619,37.68449811577509,7.9,evening,Saturday,February,2,2019Q1
639-76-1242,C,Naypyitaw,Normal,Male,Food and beverages,40.52,5,10.13,212.73,2019-02-03,15:19:00,Cash,202.6,4.7619,212.7299893635005,4.5,afternoon,Sunday,February,2,2019Q1
234-03-4040,B,Mandalay,Member,Female,Food and beverages,73.05,10,36.525,767.025,2019-03-03,12:25:00,Credit card,730.5,4.7619,767.0249616487519,8.7,afternoon,Sunday,March,3,2019Q1
326-71-2155,C,Naypyitaw,Normal,Female,Sports and travel,73.95,4,14.79,310.59,2019-02-03,10:02:00,Cash,295.8,4.7619,310.5899844705008,6.1,morning,Sunday,February,2,2019Q1
320-32-8842,C,Naypyitaw,Member,Female,Food and beverages,22.62,1,1.131,23.751,2019-03-17,18:58:00,Cash,22.62,4.7619,23.75099881245006,6.4,evening,Sunday,March,3,2019Q1
470-32-9057,A,Yangon,Member,Male,Food and beverages,51.34,5,12.835,269.535,2019-03-28,15:31:00,Credit card,256.7,4.7619,269.53498652325067,9.1,afternoon,Thursday,March,3,2019Q1
878-30-2331,C,Naypyitaw,Member,Female,Sports and travel,54.55,10,27.275,572.775,2019-03-02,11:22:00,Credit card,545.5,4.7619,572.7749713612515,7.1,morning,Saturday,March,3,2019Q1
440-59-5691,C,Naypyitaw,Member,Female,Health and beauty,37.15,7,13.0025,273.0525,2019-02-08,13:12:00,Credit card,260.05,4.7619,273.0524863473757,7.7,afternoon,Friday,February,2,2019Q1
554-53-3790,B,Mandalay,Normal,Male,Sports and travel,37.02,6,11.106,233.226,2019-03-22,18:33:00,Cash,222.12,4.7619,233.22598833870055,4.5,evening,Friday,March,3,2019Q1
746-19-0921,C,Naypyitaw,Normal,Male,Food and beverages,21.58,1,1.079,22.659,2019-02-09,10:02:00,Ewallet,21.58,4.7619,22.65899886705005,7.2,morning,Saturday,February,2,2019Q1
233-34-0817,C,Naypyitaw,Member,Female,Electronic accessories,98.84,1,4.942,103.782,2019-02-15,11:21:00,Cash,98.84,4.7619,103.78199481090026,8.4,morning,Friday,February,2,2019Q1
767-05-1286,C,Naypyitaw,Member,Female,Home and lifestyle,83.77,6,25.131,527.751,2019-01-23,12:10:00,Ewallet,502.62,4.7619,527.7509736124513,5.4,afternoon,Wednesday,January,1,2019Q1
340-21-9136,A,Yangon,Member,Female,Sports and travel,40.05,4,8.01,168.21,2019-01-25,11:40:00,Cash,160.2,4.7619,168.2099915895004,9.7,morning,Friday,January,1,2019Q1
405-31-3305,A,Yangon,Member,Male,Fashion accessories,43.13,10,21.565,452.865,2019-02-02,18:31:00,Credit card,431.3,4.7619,452.8649773567511,5.5,evening,Saturday,February,2,2019Q1
731-59-7531,B,Mandalay,Member,Male,Health and beauty,72.57,8,29.028,609.588,2019-03-30,17:58:00,Cash,580.56,4.7619,609.5879695206014,4.6,evening,Saturday,March,3,2019Q1
676-39-6028,A,Yangon,Member,Female,Electronic accessories,64.44,5,16.11,338.31,2019-03-30,17:04:00,Cash,322.2,4.7619,338.3099830845008,6.6,evening,Saturday,March,3,2019Q1
502-05-1910,A,Yangon,Normal,Male,Health and beauty,65.18,3,9.777,205.317,2019-02-25,20:35:00,Credit card,195.54,4.7619,205.3169897341505,6.3,evening,Monday,February,2,2019Q1
485-30-8700,A,Yangon,Normal,Female,Sports and travel,33.26,5,8.315,174.615,2019-03-18,16:10:00,Credit card,166.3,4.7619,174.61499126925045,4.2,evening,Monday,March,3,2019Q1
598-47-9715,C,Naypyitaw,Normal,Male,Electronic accessories,84.07,4,16.814,353.094,2019-03-07,16:54:00,Ewallet,336.28,4.7619,353.09398234530084,4.4,evening,Thursday,March,3,2019Q1
701-69-8742,B,Mandalay,Normal,Male,Sports and travel,34.37,10,17.185,360.885,2019-03-16,10:11:00,Ewallet,343.7,4.7619,360.8849819557509,6.7,morning,Saturday,March,3,2019Q1
575-67-1508,A,Yangon,Normal,Male,Electronic accessories,38.6,1,1.93,40.53,2019-01-29,11:26:00,Ewallet,38.6,4.7619,40.5299979735001,6.7,morning,Tuesday,January,1,2019Q1
541-08-3113,C,Naypyitaw,Normal,Male,Food and beverages,65.97,8,26.388,554.148,2019-02-02,20:29:00,Cash,527.76,4.7619,554.1479722926014,8.4,evening,Saturday,February,2,2019Q1
246-11-3901,C,Naypyitaw,Normal,Female,Electronic accessories,32.8,10,16.4,344.4,2019-02-15,12:12:00,Cash,328.0,4.7619,344.39998278000087,6.2,afternoon,Friday,February,2,2019Q1
674-15-9296,A,Yangon,Normal,Male,Sports and travel,37.14,5,9.285,194.985,2019-01-08,13:05:00,Ewallet,185.7,4.7619,194.98499025075049,5.0,afternoon,Tuesday,January,1,2019Q1
305-18-3552,B,Mandalay,Member,Male,Home and lifestyle,60.38,10,30.19,633.99,2019-02-12,16:19:00,Cash,603.8,4.7619,633.9899683005015,6.0,evening,Tuesday,February,2,2019Q1
493-65-6248,C,Naypyitaw,Member,Female,Sports and travel,36.98,10,18.49,388.29,2019-01-01,19:48:00,Credit card,369.8,4.7619,388.289980585501,7.0,evening,Tuesday,January,1,2019Q1
438-01-4015,B,Mandalay,Member,Female,Sports and travel,49.49,4,9.898,207.858,2019-03-21,15:25:00,Ewallet,197.96,4.7619,207.8579896071005,6.6,afternoon,Thursday,March,3,2019Q1
709-58-4068,B,Mandalay,Normal,Female,Fashion accessories,41.09,10,20.545,431.445,2019-02-28,14:42:00,Cash,410.9,4.7619,431.44497842775104,7.3,afternoon,Thursday,February,2,2019Q1
795-49-7276,A,Yangon,Normal,Male,Fashion accessories,37.15,4,7.43,156.03,2019-03-23,18:59:00,Ewallet,148.6,4.7619,156.02999219850037,8.3,evening,Saturday,March,3,2019Q1
556-72-8512,C,Naypyitaw,Normal,Male,Home and lifestyle,22.96,1,1.148,24.108,2019-01-30,20:47:00,Cash,22.96,4.7619,24.10799879460006,4.3,evening,Wednesday,January,1,2019Q1
627-95-3243,B,Mandalay,Member,Female,Home and lifestyle,77.68,9,34.956,734.076,2019-02-04,13:21:00,Ewallet,699.12,4.7619,734.0759632962018,9.8,afternoon,Monday,February,2,2019Q1
686-41-0932,B,Mandalay,Normal,Female,Fashion accessories,34.7,2,3.47,72.87,2019-03-13,19:48:00,Ewallet,69.4,4.7619,72.86999635650018,8.2,evening,Wednesday,March,3,2019Q1
510-09-5628,A,Yangon,Member,Female,Fashion accessories,19.66,10,9.83,206.43,2019-03-15,18:20:00,Credit card,196.6,4.7619,206.4299896785005,7.2,evening,Friday,March,3,2019Q1
608-04-3797,B,Mandalay,Member,Female,Health and beauty,25.32,8,10.128,212.688,2019-03-05,20:24:00,Ewallet,202.56,4.7619,212.6879893656005,8.7,evening,Tuesday,March,3,2019Q1
148-82-2527,C,Naypyitaw,Member,Female,Home and lifestyle,12.12,10,6.06,127.26,2019-03-05,13:44:00,Credit card,121.2,4.7619,127.25999363700032,8.4,afternoon,Tuesday,March,3,2019Q1
437-53-3084,B,Mandalay,Normal,Male,Fashion accessories,99.89,2,9.989,209.769,2019-02-26,11:48:00,Ewallet,199.78,4.7619,209.76898951155053,7.1,morning,Tuesday,February,2,2019Q1
632-32-4574,B,Mandalay,Normal,Male,Sports and travel,75.92,8,30.368,637.728,2019-03-20,14:14:00,Cash,607.36,4.7619,637.7279681136016,5.5,afternoon,Wednesday,March,3,2019Q1
556-97-7101,C,Naypyitaw,Normal,Female,Electronic accessories,63.22,2,6.322,132.762,2019-01-01,15:51:00,Cash,126.44,4.7619,132.76199336190032,8.5,afternoon,Tuesday,January,1,2019Q1
862-59-8517,C,Naypyitaw,Normal,Female,Food and beverages,90.24,6,27.072,568.512,2019-01-27,11:17:00,Cash,541.44,4.7619,568.5119715744015,6.2,morning,Sunday,January,1,2019Q1
401-18-8016,B,Mandalay,Member,Female,Sports and travel,98.13,1,4.9065,103.0365,2019-01-21,17:36:00,Cash,98.13,4.7619,103.03649484817524,8.9,evening,Monday,January,1,2019Q1
420-18-8989,A,Yangon,Member,Female,Sports and travel,51.52,8,20.608,432.768,2019-02-02,15:47:00,Cash,412.16,4.7619,432.7679783616011,9.6,afternoon,Saturday,February,2,2019Q1
277-63-2961,B,Mandalay,Member,Male,Sports and travel,73.97,1,3.6985,77.6685,2019-02-03,15:53:00,Credit card,73.97,4.7619,77.66849611657518,5.4,afternoon,Sunday,February,2,2019Q1
573-98-8548,C,Naypyitaw,Member,Female,Fashion accessories,31.9,1,1.595,33.495,2019-01-05,12:40:00,Ewallet,31.9,4.7619,33.49499832525008,9.1,afternoon,Saturday,January,1,2019Q1
620-02-2046,C,Naypyitaw,Normal,Male,Home and lifestyle,69.4,2,6.94,145.74,2019-01-27,19:48:00,Ewallet,138.8,4.7619,145.73999271300036,9.0,evening,Sunday,January,1,2019Q1
282-35-2475,B,Mandalay,Normal,Female,Sports and travel,93.31,2,9.331,195.951,2019-03-25,17:53:00,Cash,186.62,4.7619,195.9509902024505,6.3,evening,Monday,March,3,2019Q1
511-54-3087,B,Mandalay,Normal,Male,Sports and travel,88.45,1,4.4225,92.8725,2019-02-25,16:36:00,Credit card,88.45,4.7619,92.87249535637524,9.5,evening,Monday,February,2,2019Q1
726-29-6793,A,Yangon,Member,Male,Electronic accessories,24.18,8,9.672,203.112,2019-01-28,20:54:00,Ewallet,193.44,4.7619,203.1119898444005,9.8,evening,Monday,January,1,2019Q1
387-49-4215,B,Mandalay,Member,Female,Sports and travel,48.5,3,7.275,152.775,2019-01-08,12:50:00,Cash,145.5,4.7619,152.77499236125038,6.7,afternoon,Tuesday,January,1,2019Q1
862-17-9201,B,Mandalay,Normal,Female,Food and beverages,84.05,6,25.215,529.515,2019-01-29,10:48:00,Credit card,504.3,4.7619,529.5149735242513,7.7,morning,Tuesday,January,1,2019Q1
291-21-5991,B,Mandalay,Member,Male,Health and beauty,61.29,5,15.3225,321.7725,2019-03-29,14:28:00,Cash,306.45,4.7619,321.7724839113758,7.0,afternoon,Friday,March,3,2019Q1
602-80-9671,C,Naypyitaw,Member,Female,Home and lifestyle,15.95,6,4.785,100.485,2019-02-09,17:15:00,Credit card,95.7,4.7619,100.48499497575024,5.1,evening,Saturday,February,2,2019Q1
347-72-6115,B,Mandalay,Member,Female,Sports and travel,90.74,7,31.759,666.939,2019-01-16,18:03:00,Credit card,635.18,4.7619,666.9389666530516,6.2,evening,Wednesday,January,1,2019Q1
209-61-0206,A,Yangon,Normal,Female,Home and lifestyle,42.91,5,10.7275,225.2775,2019-01-05,17:29:00,Ewallet,214.55,4.7619,225.2774887361256,6.1,evening,Saturday,January,1,2019Q1
595-27-4851,A,Yangon,Normal,Female,Fashion accessories,54.28,7,18.998,398.958,2019-01-27,18:05:00,Ewallet,379.96,4.7619,398.95798005210094,9.3,evening,Sunday,January,1,2019Q1
189-52-0236,A,Yangon,Normal,Male,Electronic accessories,99.55,7,34.8425,731.6925,2019-03-14,12:07:00,Cash,696.85,4.7619,731.6924634153768,7.6,afternoon,Thursday,March,3,2019Q1
503-07-0930,C,Naypyitaw,Member,Male,Sports and travel,58.39,7,20.4365,429.1665,2019-02-23,19:49:00,Credit card,408.73,4.7619,429.1664785416761,8.2,evening,Saturday,February,2,2019Q1
413-20-6708,C,Naypyitaw,Member,Female,Fashion accessories,51.47,1,2.5735,54.0435,2019-03-18,15:52:00,Ewallet,51.47,4.7619,54.043497297825134,8.5,afternoon,Monday,March,3,2019Q1
425-85-2085,B,Mandalay,Member,Male,Health and beauty,54.86,5,13.715,288.015,2019-03-29,16:48:00,Ewallet,274.3,4.7619,288.01498559925074,9.8,evening,Friday,March,3,2019Q1
521-18-7827,C,Naypyitaw,Member,Male,Home and lifestyle,39.39,5,9.8475,206.7975,2019-01-22,20:46:00,Credit card,196.95,4.7619,206.7974896601255,8.7,evening,Tuesday,January,1,2019Q1
220-28-1851,A,Yangon,Normal,Male,Home and lifestyle,34.73,2,3.473,72.933,2019-03-01,18:14:00,Ewallet,69.46,4.7619,72.93299635335018,9.7,evening,Friday,March,3,2019Q1
600-38-9738,C,Naypyitaw,Member,Male,Sports and travel,71.92,5,17.98,377.58,2019-01-17,15:05:00,Credit card,359.6,4.7619,377.57998112100097,4.3,afternoon,Thursday,January,1,2019Q1
734-91-1155,B,Mandalay,Normal,Female,Electronic accessories,45.71,3,6.8565,143.9865,2019-03-26,10:34:00,Credit card,137.13,4.7619,143.98649280067536,7.7,morning,Tuesday,March,3,2019Q1
451-28-5717,C,Naypyitaw,Member,Female,Home and lifestyle,83.17,6,24.951,523.971,2019-03-20,11:23:00,Cash,499.02,4.7619,523.9709738014512,7.3,morning,Wednesday,March,3,2019Q1
609-81-8548,A,Yangon,Member,Female,Home and lifestyle,37.44,6,11.232,235.872,2019-02-06,13:55:00,Credit card,224.64,4.7619,235.87198820640057,5.9,afternoon,Wednesday,February,2,2019Q1
133-14-7229,C,Naypyitaw,Normal,Male,Health and beauty,62.87,2,6.287,132.027,2019-01-01,11:43:00,Cash,125.74,4.7619,132.02699339865032,5.0,morning,Tuesday,January,1,2019Q1
534-01-4457,A,Yangon,Normal,Male,Food and beverages,81.71,6,24.513,514.773,2019-01-27,14:36:00,Credit card,490.26,4.7619,514.7729742613512,8.0,afternoon,Sunday,January,1,2019Q1
719-89-8991,A,Yangon,Member,Female,Sports and travel,91.41,5,22.8525,479.9025,2019-02-25,16:03:00,Ewallet,457.05,4.7619,479.9024760048762,7.1,evening,Monday,February,2,2019Q1
286-62-6248,B,Mandalay,Normal,Male,Fashion accessories,39.21,4,7.842,164.682,2019-01-16,20:03:00,Credit card,156.84,4.7619,164.68199176590042,9.0,evening,Wednesday,January,1,2019Q1
339-38-9982,B,Mandalay,Member,Male,Fashion accessories,59.86,2,5.986,125.706,2019-01-13,14:55:00,Ewallet,119.72,4.7619,125.70599371470033,6.7,afternoon,Sunday,January,1,2019Q1
827-44-5872,B,Mandalay,Member,Female,Food and beverages,54.36,10,27.18,570.78,2019-02-07,11:28:00,Credit card,543.6,4.7619,570.7799714610014,6.1,morning,Thursday,February,2,2019Q1
827-77-7633,A,Yangon,Normal,Male,Sports and travel,98.09,9,44.1405,926.9505,2019-02-17,19:41:00,Cash,882.81,4.7619,926.9504536524772,9.3,evening,Sunday,February,2,2019Q1
287-83-1405,A,Yangon,Normal,Male,Health and beauty,25.43,6,7.629,160.209,2019-02-12,19:01:00,Ewallet,152.58,4.7619,160.2089919895504,7.0,evening,Tuesday,February,2,2019Q1
435-13-4908,A,Yangon,Member,Male,Fashion accessories,86.68,8,34.672,728.112,2019-01-24,18:04:00,Credit card,693.44,4.7619,728.1119635944018,7.2,evening,Thursday,January,1,2019Q1
857-67-9057,B,Mandalay,Normal,Male,Electronic accessories,22.95,10,11.475,240.975,2019-02-06,19:20:00,Ewallet,229.5,4.7619,240.9749879512506,8.2,evening,Wednesday,February,2,2019Q1
236-27-1144,C,Naypyitaw,Normal,Female,Food and beverages,16.31,9,7.3395,154.1295,2019-03-26,10:31:00,Ewallet,146.79,4.7619,154.12949229352537,8.4,morning,Tuesday,March,3,2019Q1
892-05-6689,A,Yangon,Normal,Female,Home and lifestyle,28.32,5,7.08,148.68,2019-03-11,13:28:00,Ewallet,141.6,4.7619,148.67999256600035,6.2,afternoon,Monday,March,3,2019Q1
583-41-4548,C,Naypyitaw,Normal,Male,Home and lifestyle,16.67,7,5.8345,122.5245,2019-02-07,11:36:00,Ewallet,116.69,4.7619,122.5244938737753,7.4,morning,Thursday,February,2,2019Q1
339-12-4827,B,Mandalay,Member,Female,Fashion accessories,73.96,1,3.698,77.658,2019-01-05,11:32:00,Credit card,73.96,4.7619,77.65799611710018,5.0,morning,Saturday,January,1,2019Q1
643-38-7867,A,Yangon,Normal,Male,Home and lifestyle,97.94,1,4.897,102.837,2019-03-07,11:44:00,Ewallet,97.94,4.7619,102.83699485815023,6.9,morning,Thursday,March,3,2019Q1
308-81-0538,A,Yangon,Normal,Female,Fashion accessories,73.05,4,14.61,306.81,2019-02-25,17:16:00,Credit card,292.2,4.7619,306.80998465950074,4.9,evening,Monday,February,2,2019Q1
358-88-9262,C,Naypyitaw,Member,Female,Food and beverages,87.48,6,26.244,551.124,2019-02-01,18:43:00,Ewallet,524.88,4.7619,551.1239724438013,5.1,evening,Friday,February,2,2019Q1
460-35-4390,A,Yangon,Normal,Male,Home and lifestyle,30.68,3,4.602,96.642,2019-01-22,11:00:00,Ewallet,92.04,4.7619,96.64199516790023,9.1,morning,Tuesday,January,1,2019Q1
343-87-0864,C,Naypyitaw,Member,Male,Health and beauty,75.88,1,3.794,79.674,2019-01-03,10:30:00,Credit card,75.88,4.7619,79.6739960163002,7.1,morning,Thursday,January,1,2019Q1
173-50-1108,B,Mandalay,Member,Female,Sports and travel,20.18,4,4.036,84.756,2019-02-13,12:14:00,Credit card,80.72,4.7619,84.75599576220021,5.0,afternoon,Wednesday,February,2,2019Q1
